"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL711";"PHENINDIONE";"4.0";"222.24";"0";"2.85";"PHENINDIONE";"O=C1c2ccccc2C(=O)C1c1ccccc1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909196";"DRUGMATRIX: Peptidase, Matrix Metalloprotease-1 (MMP-1) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Rheumatoid synovial fibroblasts";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL189216";"";"None";"466.53";"0";"2.37";"19";"Cc1c(F)cccc1COc1ccc(S(=O)(=O)N2C[C@H](O)CC(C)(C)[C@@H]2C(=O)NO)cc1";"IC50";"'='";"679.0";"nM";"6.17";"";"";"UO_0000065";"13.22";"0.26";"3.80";"5.31";"0";"CHEMBL827914";"Inhibitory concentration against Matrix metalloprotease-1 (MMP-1)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145277";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"679.0"
"CHEMBL329686";"";"None";"316.34";"0";"-0.52";"17";"COc1ccc(S(=O)(=O)CC(NC(C)=O)C(=O)NO)cc1";"IC50";"'='";"300000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL718872";"Inhibition of Matrix metalloprotease-1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134425";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"300.0"
"CHEMBL317132";"";"None";"464.91";"0";"3.70";"4h";"O=C(NO)C(CCn1nnc2ccccc2c1=O)COc1ccc(-c2ccc(Cl)cc2)cc1";"IC50";"'='";"74.0";"nM";"7.13";"";"";"UO_0000065";"15.34";"0.30";"3.43";"6.71";"0";"CHEMBL713990";"Inhibition of Matrix metalloprotease-1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134157";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"74.0"
"CHEMBL16595";"";"None";"499.76";"0";"4.05";"8";"CCCCCCC[C@H](CC(=O)CS)C(=O)N[C@@H](CC(C)C)C(=O)NC(=O)C(CC(C)C)NCC";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL715378";"Inhibition of matrix metalloprotease-1, Collagenase-1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130987";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"None";"";"";"";"10000.0"
"CHEMBL701";"BACLOFEN";"4.0";"213.66";"0";"1.86";"BACLOFEN";"NCC(CC(=O)O)c1ccc(Cl)cc1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909196";"DRUGMATRIX: Peptidase, Matrix Metalloprotease-1 (MMP-1) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Rheumatoid synovial fibroblasts";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL90555";"VINCRISTINE";"4.0";"824.97";"2";"3.52";"VINCRISTINE";"CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909196";"DRUGMATRIX: Peptidase, Matrix Metalloprotease-1 (MMP-1) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Rheumatoid synovial fibroblasts";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL160153";"";"None";"447.54";"0";"2.44";"17e";"CSc1ccc(-n2nnc(-c3ccc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)cc3)n2)cc1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL718668";"Inhibitory activity against Matrix metalloprotease-1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131478";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";"";"1.0"
"CHEMBL38180";"";"None";"468.50";"0";"2.41";"9i";"Cc1nn(C)c2ncc(C(=O)NO)c(N(C)S(=O)(=O)c3ccc(Oc4ccncc4)cc3)c12";"IC50";"'='";"1805.0";"nM";"5.74";"";"";"UO_0000065";"12.26";"0.24";"3.33";"4.12";"0";"CHEMBL714559";"Inhibitory activity against matrix metalloprotease 1 (MMP-1).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136711";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"1805.0"
"CHEMBL135251";"";"None";"568.70";"1";"2.15";"28e";"CC1CCC(C[C@@H](C(=O)N[C@@H](CCC/N=C(/N)N[N+](=O)[O-])C(=O)Nc2nccs2)[C@H](C(C)C)N(O)C=O)CC1";"IC50";"'='";"85.0";"nM";"7.07";"";"";"UO_0000065";"12.43";"0.25";"4.92";"3.45";"0";"CHEMBL714693";"Inhibition potency was determined by fluorescence-based peptide assay against matrix metalloprotease-1";"B";"BAO_0000357";"single protein format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134293";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";"";"85.0"
"CHEMBL2107797";"NORGESTREL";"4.0";"312.45";"0";"3.88";"NORGESTREL";"C#CC1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909196";"DRUGMATRIX: Peptidase, Matrix Metalloprotease-1 (MMP-1) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Rheumatoid synovial fibroblasts";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL80";"NALOXONE";"4.0";"327.38";"0";"1.30";"NALOXONE";"C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909196";"DRUGMATRIX: Peptidase, Matrix Metalloprotease-1 (MMP-1) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Rheumatoid synovial fibroblasts";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL124558";"";"None";"485.54";"0";"0.27";"16";"COc1ccc(S(=O)(=O)N2CCN(S(=O)(=O)c3ccc(OC)cc3)C(C(=O)NO)C2)cc1";"IC50";"'='";"60.0";"nM";"7.22";"";"";"UO_0000065";"14.87";"0.31";"6.95";"5.07";"0";"CHEMBL715368";"In vitro inhibitory activity against matrix metalloprotease-1 (MMP-1)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133577";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"60.0"
"CHEMBL1231";"OXYBUTYNIN";"4.0";"357.49";"0";"3.34";"OXYBUTYNIN";"CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909196";"DRUGMATRIX: Peptidase, Matrix Metalloprotease-1 (MMP-1) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Rheumatoid synovial fibroblasts";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL1130";"DOXIFLURIDINE";"3.0";"246.19";"0";"-1.69";"DOXIFLURIDINE";"C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909196";"DRUGMATRIX: Peptidase, Matrix Metalloprotease-1 (MMP-1) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Rheumatoid synovial fibroblasts";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL1230333";"";"None";"170.23";"0";"2.16";"4-(2-THIENYL)BUTYRIC ACID";"O=C(O)CCCc1cccs1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909196";"DRUGMATRIX: Peptidase, Matrix Metalloprotease-1 (MMP-1) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Rheumatoid synovial fibroblasts";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL806";"FLUTAMIDE";"4.0";"276.21";"0";"3.21";"FLUTAMIDE";"CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909196";"DRUGMATRIX: Peptidase, Matrix Metalloprotease-1 (MMP-1) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Rheumatoid synovial fibroblasts";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL43854";"";"None";"331.39";"0";"1.54";"27";"CCCC(CC(=O)NO)S(=O)(=O)c1ccc(OC)c(OC)c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL872790";"Inhibitory activity against recombinant matrix metalloprotease-1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133244";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"10000.0"
"CHEMBL20159";"";"None";"250.25";"0";"0.17";"1b";"COc1ccc([C@@H]2C[C@H](C(=O)NO)NC2=O)cc1";"IC50";"'='";"8040.0";"nM";"5.09";"";"";"UO_0000065";"20.36";"0.39";"4.92";"5.81";"1";"CHEMBL852432";"Inhibition of Matrix metalloprotease-1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134262";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"8040.0"
"CHEMBL328792";"";"None";"450.51";"0";"2.99";"37";"CN(C(=O)OC(C)(C)C)[C@H](CS(=O)(=O)c1ccc(Oc2ccccc2)cc1)C(=O)NO";"IC50";"'='";"1600000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL718872";"Inhibition of Matrix metalloprotease-1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134425";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"1600.0"
"CHEMBL768";"ESMOLOL";"4.0";"295.38";"0";"1.53";"ESMOLOL";"COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909196";"DRUGMATRIX: Peptidase, Matrix Metalloprotease-1 (MMP-1) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Rheumatoid synovial fibroblasts";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL1366";"AURANOFIN";"4.0";"678.49";"None";"None";"AURANOFIN";"";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909196";"DRUGMATRIX: Peptidase, Matrix Metalloprotease-1 (MMP-1) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Rheumatoid synovial fibroblasts";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL1458880";"CADMIUM DICHLORIDE";"None";"183.32";"None";"None";"CADMIUM CHLORIDE";"";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909196";"DRUGMATRIX: Peptidase, Matrix Metalloprotease-1 (MMP-1) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Rheumatoid synovial fibroblasts";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL566534";"ARTEMETHER";"4.0";"298.38";"0";"2.84";"ARTEMETHER";"CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909196";"DRUGMATRIX: Peptidase, Matrix Metalloprotease-1 (MMP-1) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Rheumatoid synovial fibroblasts";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL43063";"";"None";"573.51";"1";"4.77";"11s";"O=C(CCc1ccccc1)NCCCC[C@H](NS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1)C(=O)O";"IC50";"'='";"15000.0";"nM";"4.82";"";"";"UO_0000065";"8.41";"0.18";"0.05";"4.29";"0";"CHEMBL715374";"In vitro inhibition of human recombinant matrix metalloprotease-1 (MMP-1)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133013";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"15.0"
"CHEMBL37161";"FENBENDAZOLE";"2.0";"299.36";"0";"3.89";"FENBENDAZOLE";"COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909196";"DRUGMATRIX: Peptidase, Matrix Metalloprotease-1 (MMP-1) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Rheumatoid synovial fibroblasts";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL286295";"";"None";"403.52";"0";"2.19";"14";"CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)C1(C(=O)NO)CCCC1";"IC50";"'='";"37.0";"nM";"7.43";"";"";"UO_0000065";"18.42";"0.35";"5.24";"6.91";"0";"CHEMBL872792";"Inhibition of matrix metalloprotease-1 (MMP-1)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130830";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"None";"";"";"";"37.0"
"CHEMBL710";"FINASTERIDE";"4.0";"372.55";"0";"3.81";"FINASTERIDE";"CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909196";"DRUGMATRIX: Peptidase, Matrix Metalloprotease-1 (MMP-1) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Rheumatoid synovial fibroblasts";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL614";"PYRAZINAMIDE";"4.0";"123.11";"0";"-0.42";"PYRAZINAMIDE";"NC(=O)c1cnccn1";"IC50";"";"";"";"";"";"Inhibition < 50% @ 10 uM and thus dose-reponse curve not measured";"";"";"";"";"";"0";"CHEMBL1909196";"DRUGMATRIX: Peptidase, Matrix Metalloprotease-1 (MMP-1) enzyme inhibition (substrate: Mca-Pro-Leu-Gly-Leu-Dpa-Ala-Arg-NH2)";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"None";"Rheumatoid synovial fibroblasts";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"None";"";"";"Not Active";""
"CHEMBL94386";"";"None";"297.34";"0";"-0.14";"12a";"C#CCNc1ccc(S(=O)(=O)N(C)CC(=O)NO)cc1";"IC50";"'~'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL714550";"In vitro inhibition of Matrix metalloprotein 1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136171";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"10000.0"
"CHEMBL279786";"BATIMASTAT";"2.0";"477.65";"0";"3.10";"Batimastat";"CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO";"IC50";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"17.38";"0.35";"5.20";"7.72";"1";"CHEMBL680088";"Inhibitory activity towards human recombinant fibroblast collagenase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131284";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"None";"";"";"";"0.005"
"CHEMBL44898";"";"None";"370.22";"0";"2.48";"11n";"O=C(O)CNS(=O)(=O)c1ccc(-c2ccc(Br)cc2)cc1";"IC50";"'='";"50000.0";"nM";"4.30";"";"";"UO_0000065";"11.62";"0.28";"1.82";"5.15";"0";"CHEMBL715374";"In vitro inhibition of human recombinant matrix metalloprotease-1 (MMP-1)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133013";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";"";"";"50.0"
"CHEMBL127161";"";"None";"410.54";"0";"1.90";"46a";"CNC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)[C@H](CC(C)C)[C@@H](S)CC(=O)O";"IC50";"'='";"25.0";"nM";"7.60";"";"";"UO_0000065";"18.52";"0.37";"5.70";"7.26";"0";"CHEMBL662793";"Inhibition of radiolabeled rat skin type I collagen degradation by purified human lung fibroblast collagenase.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1126554";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";"";"";"25.0"
"CHEMBL514138";"CGS-27023A";"None";"429.93";"0";"1.81";"CGS-27023";"COc1ccc(S(=O)(=O)N(Cc2cccnc2)[C@@H](C(=O)NO)C(C)C)cc1.Cl";"IC50";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"19.88";"0.40";"6.01";"7.19";"1";"CHEMBL715362";"Inhibitory activity against Matrix metalloprotease-1";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133789";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"15.0"
"CHEMBL539787";"";"None";"365.84";"0";"-0.45";"11i";"COc1ccc(S(=O)(=O)N2CCCNCC2C(=O)NO)cc1.Cl";"IC50";"'='";"91.0";"nM";"7.04";"";"";"UO_0000065";"21.38";"0.44";"7.49";"6.52";"0";"CHEMBL714637";"Inhibition of matrix metalloprotease-1 (MMP-1)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130592";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"None";"";"";"";"91.0"
"CHEMBL290457";"";"None";"450.50";"0";"2.88";"17a";"CN1C(=O)N(CCC(COc2ccc(-c3ccc(C#N)cc3)cc2)N(O)C=O)C(=O)C1(C)C";"IC50";"'>'";"10000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL713704";"In vitro inhibition of Matrix metalloprotease-1.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134095";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";"";"10000.0"
"CHEMBL27647";"";"None";"458.54";"0";"3.98";"26";"CNC(=O)[C@H](NC(=O)C(CCc1ccccc1)CP(=O)(O)Cc1ccccc1)C(C)(C)C";"IC50";"'='";"22000.0";"nM";"4.66";"";"";"UO_0000065";"10.16";"0.20";"0.68";"4.88";"0";"CHEMBL709101";"Inhibitory activity against recombinant matrix metalloprotease-1 (MMP-1).";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132009";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";"";"22000.0"
"CHEMBL95165";"";"None";"465.59";"0";"3.51";"15";"O=C(C[C@@H](CC1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCc1ccccc1)NO";"IC50";"'='";"4600.0";"nM";"5.34";"";"";"UO_0000065";"11.46";"0.21";"1.83";"4.96";"0";"CHEMBL680088";"Inhibitory activity towards human recombinant fibroblast collagenase";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL332";"Interstitial collagenase";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131284";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"None";"";"";"";"4.6"
